--------- beginning of main
07-30 07:33:26.036 D/SKK     (12649): FlickJP: cleanupState lastKey=-208 shiftBefore=true
07-30 07:33:26.675 D/SKK     (12649): FlickJP: releaseShiftKey isShifted=false lastKey=-1
07-30 07:33:26.675 D/SKK     (12649): FlickJP: cleanupState lastKey=-1 shiftBefore=true
07-30 07:33:26.965 D/SKK     (12649): FlickJP: processYAKey isShifted=true flick=[UP]
07-30 07:33:26.965 D/SKK     (12649): FlickJP: processing y.vowel y=121 vowel=117
07-30 07:33:26.965 D/SKK     (12649): SKKEngine: processKey: code=121 char='y' state=SKKHiraganaState kanji=false choose=false compose='' kanjiKey=''
07-30 07:33:26.965 D/SKK     (12649): SKKEngine: ->after state=SKKHiraganaState compose='y' kanjiKey=''
07-30 07:33:26.965 D/SKK     (12649): SKKEngine: processKey: code=117 char='u' state=SKKHiraganaState kanji=false choose=false compose='y' kanjiKey=''
07-30 07:33:26.966 D/SKK     (12649): SKKEngine: ->after state=SKKHiraganaState compose='' kanjiKey=''
07-30 07:33:26.966 D/SKK     (12649): FlickJP: cleanupState lastKey=-208 shiftBefore=true
07-30 07:33:27.283 D/SKK     (12649): FlickJP: releaseShiftKey isShifted=false lastKey=-1
07-30 07:33:27.283 D/SKK     (12649): FlickJP: cleanupState lastKey=-1 shiftBefore=true
07-30 07:33:27.616 D/SKK     (12649): FlickJP: processYAKey isShifted=true flick=[DOWN]
07-30 07:33:27.616 D/SKK     (12649): FlickJP: processing y.vowel y=121 vowel=111
07-30 07:33:27.616 D/SKK     (12649): SKKEngine: processKey: code=121 char='y' state=SKKHiraganaState kanji=false choose=false compose='' kanjiKey=''
07-30 07:33:27.616 D/SKK     (12649): SKKEngine: ->after state=SKKHiraganaState compose='y' kanjiKey=''
07-30 07:33:27.616 D/SKK     (12649): SKKEngine: processKey: code=111 char='o' state=SKKHiraganaState kanji=false choose=false compose='y' kanjiKey=''
07-30 07:33:27.616 D/SKK     (12649): SKKEngine: ->after state=SKKHiraganaState compose='' kanjiKey=''
07-30 07:33:27.616 D/SKK     (12649): FlickJP: cleanupState lastKey=-208 shiftBefore=true
07-30 07:33:29.533 D/SKK     (12649): FlickJP: releaseShiftKey isShifted=false lastKey=-1
07-30 07:33:29.533 D/SKK     (12649): FlickJP: cleanupState lastKey=-1 shiftBefore=true
07-30 07:33:30.846 D/SKK     (12649): SKKEngine: processKey: code=72 char='H' state=SKKHiraganaState kanji=false choose=false compose='' kanjiKey=''
07-30 07:33:30.847 D/SKK     (12649): SKKEngine: ->after state=SKKKanjiState compose='h' kanjiKey=''
07-30 07:33:30.847 D/SKK     (12649): SKKEngine: processKey: code=105 char='i' state=SKKKanjiState kanji=true choose=false compose='h' kanjiKey=''
07-30 07:33:30.847 D/SKK     (12649): SKKEngine: ->after state=SKKKanjiState compose='' kanjiKey='ひ'
07-30 07:33:30.847 D/SKK     (12649): FlickJP: cleanupState lastKey=-206 shiftBefore=true
07-30 07:33:31.319 D/SKK     (12649): SKKEngine: processKey: code=114 char='r' state=SKKKanjiState kanji=true choose=false compose='' kanjiKey='ひ'
07-30 07:33:31.320 D/SKK     (12649): SKKEngine: ->after state=SKKKanjiState compose='r' kanjiKey='ひ'
07-30 07:33:31.320 D/SKK     (12649): SKKEngine: processKey: code=117 char='u' state=SKKKanjiState kanji=true choose=false compose='r' kanjiKey='ひ'
07-30 07:33:31.320 D/SKK     (12649): SKKEngine: ->after state=SKKKanjiState compose='' kanjiKey='ひる'
07-30 07:33:31.320 D/SKK     (12649): FlickJP: cleanupState lastKey=-209 shiftBefore=false
07-30 07:33:31.625 D/SKK     (12649): SKKEngine: processKey: code=32 char=' ' state=SKKKanjiState kanji=true choose=false compose='' kanjiKey='ひる'
07-30 07:33:31.625 D/SKK     (12649): user dictionary: ひる -> null with null
07-30 07:33:31.639 D/SKK     (12649): SKKEngine: ->after state=SKKChooseState compose='' kanjiKey='ひる'
07-30 07:33:31.639 D/SKK     (12649): FlickJP: cleanupState lastKey=-1004 shiftBefore=false
07-30 07:33:32.100 D/SKK     (12649): FlickJP: cleanupState lastKey=-1007 shiftBefore=false
07-30 07:33:32.865 D/SKK     (12649): FlickJP: releaseShiftKey isShifted=false lastKey=-1
07-30 07:33:32.865 D/SKK     (12649): FlickJP: cleanupState lastKey=-1 shiftBefore=true
07-30 07:33:33.253 D/SKK     (12649): FlickJP: processYAKey isShifted=true flick=[DOWN]
07-30 07:33:33.253 D/SKK     (12649): FlickJP: processing y.vowel y=121 vowel=111
07-30 07:33:33.253 D/SKK     (12649): SKKEngine: processKey: code=121 char='y' state=SKKHiraganaState kanji=false choose=false compose='' kanjiKey=''
07-30 07:33:33.254 D/SKK     (12649): SKKEngine: ->after state=SKKHiraganaState compose='y' kanjiKey=''
07-30 07:33:33.254 D/SKK     (12649): SKKEngine: processKey: code=111 char='o' state=SKKHiraganaState kanji=false choose=false compose='y' kanjiKey=''
07-30 07:33:33.254 D/SKK     (12649): SKKEngine: ->after state=SKKHiraganaState compose='' kanjiKey=''
07-30 07:33:33.254 D/SKK     (12649): FlickJP: cleanupState lastKey=-208 shiftBefore=true
07-30 07:33:36.522 D/SKK     (12649): lifecycle: onStartInput
07-30 07:33:36.528 D/SKK     (12649): lifecycle: onStartInputView
07-30 07:33:36.532 D/SKK     (12649): lifecycle: onUpdateEditorToolType
07-30 07:33:36.857 D/SKK     (12649): lifecycle: onFinishInputView
